Time,Source,Destination,Protocol,Length
3.873766,10.0.0.11,10.0.0.6,TCP,4410
3.877305,10.0.0.2,10.0.0.6,TCP,1514
3.880035,10.0.0.2,10.0.0.6,TCP,2962
3.881386,10.0.0.11,10.0.0.6,TCP,4410
3.884821,10.0.0.1,10.0.0.6,TCP,65226
3.939331,10.0.0.11,10.0.0.6,TCP,4410
3.942989,10.0.0.11,10.0.0.6,TCP,4410
3.9466,10.0.0.11,10.0.0.6,TCP,4410
3.950224,10.0.0.11,10.0.0.6,TCP,2962
3.952697,10.0.0.11,10.0.0.6,TCP,1514
3.95423,10.0.0.11,10.0.0.6,TCP,2962
3.956281,10.0.0.11,10.0.0.6,TCP,2962
3.961457,10.0.0.11,10.0.0.6,TCP,2962
3.96606,10.0.0.11,10.0.0.6,TCP,2962
3.971339,10.0.0.11,10.0.0.6,TCP,2962
3.975708,10.0.0.11,10.0.0.6,TCP,4410
3.983418,10.0.0.11,10.0.0.6,TCP,4410
3.990207,10.0.0.11,10.0.0.6,TCP,4410
3.992585,10.0.0.1,10.0.0.6,TCP,65226
4.04708,10.0.0.11,10.0.0.6,TCP,4410
4.050745,10.0.0.11,10.0.0.6,TCP,4410
4.054402,10.0.0.11,10.0.0.6,TCP,2962
4.056916,10.0.0.11,10.0.0.6,TCP,4410
4.060431,10.0.0.11,10.0.0.6,TCP,2962
4.063173,10.0.0.11,10.0.0.6,TCP,1514
4.064022,10.0.0.11,10.0.0.6,TCP,2962
4.068857,10.0.0.11,10.0.0.6,TCP,2962
4.073967,10.0.0.11,10.0.0.6,TCP,2962
4.078625,10.0.0.11,10.0.0.6,TCP,2962
4.083793,10.0.0.11,10.0.0.6,TCP,2962
4.088249,10.0.0.11,10.0.0.6,TCP,4410
4.095602,10.0.0.11,10.0.0.6,TCP,4410
4.101334,10.0.0.2,10.0.0.6,TCP,2962
4.102788,10.0.0.11,10.0.0.6,TCP,4410
4.106168,10.0.0.2,10.0.0.6,TCP,2962
4.110168,10.0.0.11,10.0.0.6,TCP,4410
4.112556,10.0.0.1,10.0.0.6,TCP,65226
4.167043,10.0.0.11,10.0.0.6,TCP,4410
4.170665,10.0.0.11,10.0.0.6,TCP,4410
4.190004,10.0.0.11,10.0.0.6,TCP,4410
4.192374,10.0.0.11,10.0.0.6,TCP,2962
4.194796,10.0.0.11,10.0.0.6,TCP,1514
4.19603,10.0.0.11,10.0.0.6,TCP,2962
4.198419,10.0.0.12,10.0.0.6,TCP,74
4.199293,10.0.0.11,10.0.0.6,TCP,2962
4.200911,10.0.0.11,10.0.0.6,TCP,1514
4.202659,10.0.0.11,10.0.0.6,TCP,2962
4.207671,10.0.0.11,10.0.0.6,TCP,2962
4.212574,10.0.0.12,10.0.0.6,TCP,66
4.212587,10.0.0.12,10.0.0.6,TCP,126
4.213007,10.0.0.12,10.0.0.6,TCP,1514
4.215309,10.0.0.12,10.0.0.6,TCP,1514
4.217515,10.0.0.12,10.0.0.6,TCP,1514
4.220025,10.0.0.1,10.0.0.6,TCP,65226
4.273262,10.0.0.12,10.0.0.6,TCP,1514
4.27447,10.0.0.12,10.0.0.6,TCP,2962
4.276911,10.0.0.11,10.0.0.6,TCP,2962
4.279318,10.0.0.12,10.0.0.6,TCP,2962
4.281733,10.0.0.11,10.0.0.6,TCP,2962
4.284161,10.0.0.12,10.0.0.6,TCP,66
4.284208,10.0.0.12,10.0.0.6,TCP,1514
4.285425,10.0.0.12,10.0.0.6,TCP,2962
4.287842,10.0.0.11,10.0.0.6,TCP,2962
4.29027,10.0.0.11,10.0.0.6,TCP,4410
4.293919,10.0.0.12,10.0.0.6,TCP,2962
4.296329,10.0.0.12,10.0.0.6,TCP,2962
4.301039,10.0.0.11,10.0.0.6,TCP,2962
4.305905,10.0.0.11,10.0.0.6,TCP,1514
4.308413,10.0.0.11,10.0.0.6,TCP,2962
4.313229,10.0.0.12,10.0.0.6,TCP,2962
4.318016,10.0.0.12,10.0.0.6,TCP,2962
4.322878,10.0.0.11,10.0.0.6,TCP,2962
4.327774,10.0.0.11,10.0.0.6,TCP,2962
4.32904,10.0.0.2,10.0.0.6,TCP,2962
4.332548,10.0.0.12,10.0.0.6,TCP,2962
4.333883,10.0.0.2,10.0.0.6,TCP,2962
4.337382,10.0.0.12,10.0.0.6,TCP,2962
4.338716,10.0.0.1,10.0.0.6,TCP,65226
4.393181,10.0.0.11,10.0.0.6,TCP,2962
4.395568,10.0.0.11,10.0.0.6,TCP,2962
4.398188,10.0.0.12,10.0.0.6,TCP,2962
4.4004,10.0.0.12,10.0.0.6,TCP,2962
4.402839,10.0.0.11,10.0.0.6,TCP,2962
4.405364,10.0.0.11,10.0.0.6,TCP,2962
4.407967,10.0.0.12,10.0.0.6,TCP,2962
4.410085,10.0.0.12,10.0.0.6,TCP,2962
4.412593,10.0.0.11,10.0.0.6,TCP,2962
4.414972,10.0.0.11,10.0.0.6,TCP,2962
4.419823,10.0.0.12,10.0.0.6,TCP,2962
4.424688,10.0.0.12,10.0.0.6,TCP,2962
4.429564,10.0.0.11,10.0.0.6,TCP,2962
4.434726,10.0.0.11,10.0.0.6,TCP,2962
4.439414,10.0.0.12,10.0.0.6,TCP,2962
4.444142,10.0.0.12,10.0.0.6,TCP,1514
4.446601,10.0.0.12,10.0.0.6,TCP,2962
4.447755,10.0.0.1,10.0.0.6,TCP,65226
4.502461,10.0.0.11,10.0.0.6,TCP,2962
4.504685,10.0.0.11,10.0.0.6,TCP,2962
4.507132,10.0.0.12,10.0.0.6,TCP,2962
4.509686,10.0.0.12,10.0.0.6,TCP,2962
4.511973,10.0.0.11,10.0.0.6,TCP,2962
4.514812,10.0.0.11,10.0.0.6,TCP,1514
4.515582,10.0.0.11,10.0.0.6,TCP,2962
4.518387,10.0.0.12,10.0.0.6,TCP,2962
4.520422,10.0.0.12,10.0.0.6,TCP,2962
4.523032,10.0.0.11,10.0.0.6,TCP,2962
4.526729,10.0.0.11,10.0.0.6,TCP,2962
4.531812,10.0.0.12,10.0.0.6,TCP,2962
4.536385,10.0.0.12,10.0.0.6,TCP,2962
4.54152,10.0.0.11,10.0.0.6,TCP,2962
4.546221,10.0.0.11,10.0.0.6,TCP,2962
4.551296,10.0.0.12,10.0.0.6,TCP,1514
4.553393,10.0.0.12,10.0.0.6,TCP,2962
4.556738,10.0.0.2,10.0.0.6,TCP,2962
4.558146,10.0.0.12,10.0.0.6,TCP,2962
4.561593,10.0.0.2,10.0.0.6,TCP,2962
4.563181,10.0.0.11,10.0.0.6,TCP,2962
4.566726,10.0.0.1,10.0.0.6,TCP,65226
4.619968,10.0.0.11,10.0.0.6,TCP,2962
4.622712,10.0.0.12,10.0.0.6,TCP,2962
4.624815,10.0.0.12,10.0.0.6,TCP,2962
4.627397,10.0.0.11,10.0.0.6,TCP,2962
4.629661,10.0.0.11,10.0.0.6,TCP,2962
4.63207,10.0.0.12,10.0.0.6,TCP,2962
4.634507,10.0.0.12,10.0.0.6,TCP,2962
4.637086,10.0.0.11,10.0.0.6,TCP,2962
4.639675,10.0.0.11,10.0.0.6,TCP,2962
4.641807,10.0.0.12,10.0.0.6,TCP,2962
4.646979,10.0.0.12,10.0.0.6,TCP,1514
4.648996,10.0.0.12,10.0.0.6,TCP,2962
4.654104,10.0.0.11,10.0.0.6,TCP,2962
4.658764,10.0.0.11,10.0.0.6,TCP,2962
4.663696,10.0.0.12,10.0.0.6,TCP,2962
4.668383,10.0.0.12,10.0.0.6,TCP,2962
4.673232,10.0.0.11,10.0.0.6,TCP,2962
4.675442,10.0.0.1,10.0.0.6,TCP,65226
4.729062,10.0.0.11,10.0.0.6,TCP,2962
4.731313,10.0.0.12,10.0.0.6,TCP,2962
4.733742,10.0.0.12,10.0.0.6,TCP,2962
4.736159,10.0.0.11,10.0.0.6,TCP,2962
4.738575,10.0.0.11,10.0.0.6,TCP,2962
4.741004,10.0.0.12,10.0.0.6,TCP,2962
4.74349,10.0.0.12,10.0.0.6,TCP,2962
4.745995,10.0.0.11,10.0.0.6,TCP,2962
4.748279,10.0.0.11,10.0.0.6,TCP,2962
4.75089,10.0.0.12,10.0.0.6,TCP,1514
4.753704,10.0.0.12,10.0.0.6,TCP,2962
4.758325,10.0.0.12,10.0.0.6,TCP,2962
4.763012,10.0.0.11,10.0.0.6,TCP,2962
4.768084,10.0.0.11,10.0.0.6,TCP,2962
4.772676,10.0.0.12,10.0.0.6,TCP,2962
4.777519,10.0.0.12,10.0.0.6,TCP,2962
4.782479,10.0.0.11,10.0.0.6,TCP,2962
4.784507,10.0.0.2,10.0.0.6,TCP,1514
4.786865,10.0.0.2,10.0.0.6,TCP,2962
4.788026,10.0.0.11,10.0.0.6,TCP,1514
4.790138,10.0.0.11,10.0.0.6,TCP,2962
4.791728,10.0.0.2,10.0.0.6,TCP,2962
4.794999,10.0.0.12,10.0.0.6,TCP,2962
4.796562,10.0.0.1,10.0.0.6,TCP,65226
4.851011,10.0.0.12,10.0.0.6,TCP,2962
4.853505,10.0.0.11,10.0.0.6,TCP,2962
4.855845,10.0.0.11,10.0.0.6,TCP,2962
4.858315,10.0.0.12,10.0.0.6,TCP,2962
4.860741,10.0.0.12,10.0.0.6,TCP,1514
4.861939,10.0.0.12,10.0.0.6,TCP,2962
4.86433,10.0.0.11,10.0.0.6,TCP,2962
4.866816,10.0.0.11,10.0.0.6,TCP,2962
4.869194,10.0.0.12,10.0.0.6,TCP,2962
4.871959,10.0.0.12,10.0.0.6,TCP,2962
4.875685,10.0.0.11,10.0.0.6,TCP,2962
4.880081,10.0.0.11,10.0.0.6,TCP,2962
4.884939,10.0.0.12,10.0.0.6,TCP,2962
4.889927,10.0.0.12,10.0.0.6,TCP,2962
4.894655,10.0.0.11,10.0.0.6,TCP,2962
4.899721,10.0.0.11,10.0.0.6,TCP,2962
4.904321,10.0.0.12,10.0.0.6,TCP,2962
4.90557,10.0.0.1,10.0.0.6,TCP,65226
4.960041,10.0.0.12,10.0.0.6,TCP,2962
4.962477,10.0.0.11,10.0.0.6,TCP,2962
4.964838,10.0.0.11,10.0.0.6,TCP,2962
4.967279,10.0.0.12,10.0.0.6,TCP,1514
4.968582,10.0.0.12,10.0.0.6,TCP,2962
4.971158,10.0.0.12,10.0.0.6,TCP,2962
4.973309,10.0.0.11,10.0.0.6,TCP,2962
4.975884,10.0.0.11,10.0.0.6,TCP,2962
4.97841,10.0.0.12,10.0.0.6,TCP,2962
4.980648,10.0.0.12,10.0.0.6,TCP,2962
4.983066,10.0.0.11,10.0.0.6,TCP,2962
4.986827,10.0.0.11,10.0.0.6,TCP,2962
4.991566,10.0.0.12,10.0.0.6,TCP,2962
4.996412,10.0.0.12,10.0.0.6,TCP,2962
5.001623,10.0.0.11,10.0.0.6,TCP,2962
5.006355,10.0.0.11,10.0.0.6,TCP,2962
5.011189,10.0.0.12,10.0.0.6,TCP,2962
5.014791,10.0.0.2,10.0.0.6,TCP,2962
5.015941,10.0.0.12,10.0.0.6,TCP,1514
5.018473,10.0.0.12,10.0.0.6,TCP,2962
5.019704,10.0.0.2,10.0.0.6,TCP,2962
5.023165,10.0.0.11,10.0.0.6,TCP,2962
5.024477,10.0.0.1,10.0.0.6,TCP,65226
5.079243,10.0.0.11,10.0.0.6,TCP,2962
5.081402,10.0.0.12,10.0.0.6,TCP,2962
5.083837,10.0.0.12,10.0.0.6,TCP,2962
5.08625,10.0.0.11,10.0.0.6,TCP,2962
5.088667,10.0.0.11,10.0.0.6,TCP,2962
5.091394,10.0.0.12,10.0.0.6,TCP,2962
5.093516,10.0.0.12,10.0.0.6,TCP,2962
5.095927,10.0.0.11,10.0.0.6,TCP,2962
5.098488,10.0.0.11,10.0.0.6,TCP,1514
5.099606,10.0.0.11,10.0.0.6,TCP,2962
5.103506,10.0.0.12,10.0.0.6,TCP,2962
5.108717,10.0.0.12,10.0.0.6,TCP,2962
5.113277,10.0.0.11,10.0.0.6,TCP,2962
5.118031,10.0.0.11,10.0.0.6,TCP,2962
5.122895,10.0.0.12,10.0.0.6,TCP,1514
5.126173,10.0.0.12,10.0.0.6,TCP,2962
5.132444,10.0.0.12,10.0.0.6,TCP,2962
5.13359,10.0.0.1,10.0.0.6,TCP,65226
5.188109,10.0.0.11,10.0.0.6,TCP,2962
5.190517,10.0.0.11,10.0.0.6,TCP,2962
5.192998,10.0.0.12,10.0.0.6,TCP,2962
5.195629,10.0.0.12,10.0.0.6,TCP,2962
5.198018,10.0.0.11,10.0.0.6,TCP,2962
5.200205,10.0.0.11,10.0.0.6,TCP,2962
5.202746,10.0.0.12,10.0.0.6,TCP,2962
5.205051,10.0.0.12,10.0.0.6,TCP,2962
5.207486,10.0.0.11,10.0.0.6,TCP,2962
5.210151,10.0.0.11,10.0.0.6,TCP,2962
5.214865,10.0.0.12,10.0.0.6,TCP,2962
5.219694,10.0.0.12,10.0.0.6,TCP,2962
5.224437,10.0.0.11,10.0.0.6,TCP,2962
5.229275,10.0.0.11,10.0.0.6,TCP,2962
5.23417,10.0.0.12,10.0.0.6,TCP,2962
5.239289,10.0.0.12,10.0.0.6,TCP,2962
5.242417,10.0.0.2,10.0.0.6,TCP,2962
5.243815,10.0.0.11,10.0.0.6,TCP,2962
5.247245,10.0.0.2,10.0.0.6,TCP,2962
5.248693,10.0.0.11,10.0.0.6,TCP,2962
5.251967,10.0.0.1,10.0.0.6,TCP,65226
5.305776,10.0.0.12,10.0.0.6,TCP,2962
5.308017,10.0.0.12,10.0.0.6,TCP,2962
5.310491,10.0.0.11,10.0.0.6,TCP,2962
5.312628,10.0.0.11,10.0.0.6,TCP,2962
5.315199,10.0.0.12,10.0.0.6,TCP,2962
5.317691,10.0.0.12,10.0.0.6,TCP,2962
5.319877,10.0.0.11,10.0.0.6,TCP,2962
5.322348,10.0.0.11,10.0.0.6,TCP,2962
5.324726,10.0.0.12,10.0.0.6,TCP,2962
5.327675,10.0.0.12,10.0.0.6,TCP,2962
5.3324,10.0.0.11,10.0.0.6,TCP,2962
5.337275,10.0.0.11,10.0.0.6,TCP,2962
5.342087,10.0.0.12,10.0.0.6,TCP,2962
5.347151,10.0.0.12,10.0.0.6,TCP,2962
5.351772,10.0.0.11,10.0.0.6,TCP,2962
5.356622,10.0.0.11,10.0.0.6,TCP,2962
5.360992,10.0.0.1,10.0.0.6,TCP,65226
5.414231,10.0.0.12,10.0.0.6,TCP,2962
5.416701,10.0.0.12,10.0.0.6,TCP,2962
5.419421,10.0.0.11,10.0.0.6,TCP,2962
5.421532,10.0.0.11,10.0.0.6,TCP,1514
5.422706,10.0.0.11,10.0.0.6,TCP,2962
5.425139,10.0.0.12,10.0.0.6,TCP,2962
5.42763,10.0.0.12,10.0.0.6,TCP,2962
5.430112,10.0.0.11,10.0.0.6,TCP,2962
5.432411,10.0.0.11,10.0.0.6,TCP,2962
5.434855,10.0.0.12,10.0.0.6,TCP,2962
5.43733,10.0.0.12,10.0.0.6,TCP,2962
5.440864,10.0.0.11,10.0.0.6,TCP,2962
5.44572,10.0.0.11,10.0.0.6,TCP,2962
5.450751,10.0.0.12,10.0.0.6,TCP,2962
5.455424,10.0.0.12,10.0.0.6,TCP,2962
