Time,Source,Destination,Protocol,Length
0.485638,10.0.0.5,10.0.0.6,TCP,1057
0.486701,10.0.0.3,10.0.0.6,IPv4,1514
0.487782,10.0.0.5,10.0.0.6,TCP,1057
0.48866,10.0.0.5,10.0.0.6,TCP,1057
0.489849,10.0.0.5,10.0.0.6,TCP,1057
0.490375,10.0.0.3,10.0.0.6,IPv4,1514
0.491476,10.0.0.5,10.0.0.6,TCP,1057
0.492483,10.0.0.5,10.0.0.6,TCP,1057
0.493534,10.0.0.5,10.0.0.6,TCP,1057
0.49409,10.0.0.3,10.0.0.6,IPv4,1514
0.495703,10.0.0.5,10.0.0.6,TCP,1057
0.496201,10.0.0.5,10.0.0.6,TCP,1057
0.497251,10.0.0.5,10.0.0.6,TCP,1057
