Time,Source,Destination,Protocol,Length,Label
89.868002,10.0.0.2,10.0.0.6,TCP,2962,0
89.910251,10.0.0.2,10.0.0.6,TCP,2962,0
89.913407,10.0.0.2,10.0.0.6,TCP,2962,0
89.955577,10.0.0.2,10.0.0.6,TCP,2962,0
89.958042,10.0.0.2,10.0.0.6,TCP,2962,0
90.000203,10.0.0.2,10.0.0.6,TCP,2962,0
90.002775,10.0.0.2,10.0.0.6,TCP,2962,0
90.044774,10.0.0.2,10.0.0.6,TCP,2962,0
90.047534,10.0.0.2,10.0.0.6,TCP,2962,0
90.090271,10.0.0.2,10.0.0.6,TCP,1514,1
90.091431,10.0.0.2,10.0.0.6,TCP,2962,0
90.094049,10.0.0.2,10.0.0.6,TCP,2962,0
90.136171,10.0.0.2,10.0.0.6,TCP,2962,0
90.138417,10.0.0.2,10.0.0.6,TCP,2962,0
90.180869,10.0.0.2,10.0.0.6,TCP,2962,0
90.183139,10.0.0.2,10.0.0.6,TCP,2962,0
90.225238,10.0.0.2,10.0.0.6,TCP,2962,0
90.227586,10.0.0.2,10.0.0.6,TCP,2962,0
90.269756,10.0.0.2,10.0.0.6,TCP,2962,0
90.272166,10.0.0.2,10.0.0.6,TCP,2962,0
90.314439,10.0.0.2,10.0.0.6,TCP,2962,0
90.316975,10.0.0.2,10.0.0.6,TCP,2962,0
90.358926,10.0.0.2,10.0.0.6,TCP,2962,0
90.361354,10.0.0.2,10.0.0.6,TCP,2962,0
90.400141,10.0.0.5,10.0.0.6,TCP,1057,1
90.403525,10.0.0.2,10.0.0.6,TCP,2962,0
90.406013,10.0.0.2,10.0.0.6,TCP,2962,0
90.448133,10.0.0.2,10.0.0.6,TCP,2962,0
90.450616,10.0.0.2,10.0.0.6,TCP,2962,0
90.492719,10.0.0.2,10.0.0.6,TCP,2962,0
90.49512,10.0.0.2,10.0.0.6,TCP,2962,0
90.500925,10.0.0.5,10.0.0.6,TCP,1057,1
90.537272,10.0.0.2,10.0.0.6,TCP,2962,0
90.539702,10.0.0.2,10.0.0.6,TCP,2962,0
90.581894,10.0.0.2,10.0.0.6,TCP,2962,0
90.584509,10.0.0.2,10.0.0.6,TCP,2962,0
90.626567,10.0.0.2,10.0.0.6,TCP,2962,0
90.628891,10.0.0.2,10.0.0.6,TCP,2962,0
90.671315,10.0.0.2,10.0.0.6,TCP,2962,0
90.673824,10.0.0.2,10.0.0.6,TCP,2962,0
90.715639,10.0.0.2,10.0.0.6,TCP,2962,0
90.718127,10.0.0.2,10.0.0.6,TCP,2962,0
90.760497,10.0.0.2,10.0.0.6,TCP,1514,1
90.761537,10.0.0.2,10.0.0.6,TCP,2962,0
90.763849,10.0.0.2,10.0.0.6,TCP,2962,0
90.806217,10.0.0.2,10.0.0.6,TCP,2962,0
90.808832,10.0.0.2,10.0.0.6,TCP,2962,0
90.853072,10.0.0.2,10.0.0.6,TCP,2962,0
90.855295,10.0.0.2,10.0.0.6,TCP,2962,0
90.897428,10.0.0.2,10.0.0.6,TCP,2962,0
90.899868,10.0.0.2,10.0.0.6,TCP,2962,0
90.942057,10.0.0.2,10.0.0.6,TCP,2962,0
90.944554,10.0.0.2,10.0.0.6,TCP,2962,0
90.986691,10.0.0.2,10.0.0.6,TCP,2962,0
90.989328,10.0.0.2,10.0.0.6,TCP,2962,0
91.031205,10.0.0.2,10.0.0.6,TCP,2962,0
91.033619,10.0.0.2,10.0.0.6,TCP,2962,0
91.075838,10.0.0.2,10.0.0.6,TCP,2962,0
91.078232,10.0.0.2,10.0.0.6,TCP,2962,0
91.120408,10.0.0.2,10.0.0.6,TCP,2962,0
91.122848,10.0.0.2,10.0.0.6,TCP,2962,0
91.165029,10.0.0.2,10.0.0.6,TCP,2962,0
91.167427,10.0.0.2,10.0.0.6,TCP,2962,0
91.209597,10.0.0.2,10.0.0.6,TCP,2962,0
91.213813,10.0.0.2,10.0.0.6,TCP,2962,0
91.255889,10.0.0.2,10.0.0.6,TCP,2962,0
91.258442,10.0.0.2,10.0.0.6,TCP,2962,0
91.300453,10.0.0.2,10.0.0.6,TCP,2962,0
91.303122,10.0.0.2,10.0.0.6,TCP,2962,0
91.34507,10.0.0.2,10.0.0.6,TCP,2962,0
91.347473,10.0.0.2,10.0.0.6,TCP,2962,0
91.389649,10.0.0.2,10.0.0.6,TCP,2962,0
91.392085,10.0.0.2,10.0.0.6,TCP,2962,0
91.42492,10.0.0.5,10.0.0.6,TCP,1057,1
91.434212,10.0.0.2,10.0.0.6,TCP,1514,1
91.435436,10.0.0.2,10.0.0.6,TCP,2962,0
91.437919,10.0.0.2,10.0.0.6,TCP,2962,0
91.480017,10.0.0.2,10.0.0.6,TCP,2962,0
91.482515,10.0.0.2,10.0.0.6,TCP,2962,0
91.524634,10.0.0.2,10.0.0.6,TCP,2962,0
91.527117,10.0.0.2,10.0.0.6,TCP,2962,0
91.5692,10.0.0.2,10.0.0.6,TCP,2962,0
91.571657,10.0.0.2,10.0.0.6,TCP,2962,0
91.613772,10.0.0.2,10.0.0.6,TCP,2962,0
91.616284,10.0.0.2,10.0.0.6,TCP,2962,0
91.634693,10.0.0.5,10.0.0.6,TCP,1057,1
91.638922,10.0.0.5,10.0.0.6,TCP,1057,1
91.658387,10.0.0.2,10.0.0.6,TCP,2962,0
91.660837,10.0.0.2,10.0.0.6,TCP,2962,0
91.703012,10.0.0.2,10.0.0.6,TCP,2962,0
91.705594,10.0.0.2,10.0.0.6,TCP,2962,0
91.722186,10.0.0.5,10.0.0.6,TCP,1057,1
91.747555,10.0.0.2,10.0.0.6,TCP,2962,0
91.749965,10.0.0.2,10.0.0.6,TCP,2962,0
91.792295,10.0.0.2,10.0.0.6,TCP,2962,0
91.794557,10.0.0.2,10.0.0.6,TCP,2962,0
91.838737,10.0.0.2,10.0.0.6,TCP,2962,0
91.841248,10.0.0.2,10.0.0.6,TCP,2962,0
91.88335,10.0.0.2,10.0.0.6,TCP,2962,0
91.885926,10.0.0.2,10.0.0.6,TCP,2962,0
91.927935,10.0.0.2,10.0.0.6,TCP,2962,0
91.930606,10.0.0.2,10.0.0.6,TCP,2962,0
91.972526,10.0.0.2,10.0.0.6,TCP,2962,0
91.975309,10.0.0.2,10.0.0.6,TCP,2962,0
92.01709,10.0.0.2,10.0.0.6,TCP,2962,0
92.019572,10.0.0.2,10.0.0.6,TCP,2962,0
92.061672,10.0.0.2,10.0.0.6,TCP,2962,0
92.064155,10.0.0.2,10.0.0.6,TCP,2962,0
92.106265,10.0.0.2,10.0.0.6,TCP,1514,1
92.107476,10.0.0.2,10.0.0.6,TCP,2962,0
92.109964,10.0.0.2,10.0.0.6,TCP,2962,0
92.152067,10.0.0.2,10.0.0.6,TCP,2962,0
92.154504,10.0.0.2,10.0.0.6,TCP,2962,0
92.197112,10.0.0.2,10.0.0.6,TCP,2962,0
92.19949,10.0.0.2,10.0.0.6,TCP,2962,0
92.245214,10.0.0.2,10.0.0.6,TCP,2962,0
92.247448,10.0.0.2,10.0.0.6,TCP,2962,0
92.29056,10.0.0.2,10.0.0.6,TCP,2962,0
92.293029,10.0.0.2,10.0.0.6,TCP,2962,0
92.335136,10.0.0.2,10.0.0.6,TCP,2962,0
92.337662,10.0.0.2,10.0.0.6,TCP,2962,0
92.379755,10.0.0.2,10.0.0.6,TCP,2962,0
92.382348,10.0.0.2,10.0.0.6,TCP,2962,0
92.424431,10.0.0.2,10.0.0.6,TCP,2962,0
92.427029,10.0.0.2,10.0.0.6,TCP,2962,0
92.469082,10.0.0.2,10.0.0.6,TCP,2962,0
92.471334,10.0.0.2,10.0.0.6,TCP,2962,0
92.513717,10.0.0.2,10.0.0.6,TCP,2962,0
92.515921,10.0.0.2,10.0.0.6,TCP,2962,0
92.558093,10.0.0.2,10.0.0.6,TCP,2962,0
92.56054,10.0.0.2,10.0.0.6,TCP,2962,0
92.602671,10.0.0.2,10.0.0.6,TCP,2962,0
92.605171,10.0.0.2,10.0.0.6,TCP,2962,0
92.647297,10.0.0.2,10.0.0.6,TCP,2962,0
92.649817,10.0.0.2,10.0.0.6,TCP,2962,0
92.691873,10.0.0.2,10.0.0.6,TCP,2962,0
92.694464,10.0.0.2,10.0.0.6,TCP,2962,0
92.736633,10.0.0.2,10.0.0.6,TCP,2962,0
92.739249,10.0.0.2,10.0.0.6,TCP,2962,0
92.781265,10.0.0.2,10.0.0.6,TCP,2962,0
92.783457,10.0.0.2,10.0.0.6,TCP,1514,1
92.786354,10.0.0.2,10.0.0.6,TCP,2962,0
92.828376,10.0.0.2,10.0.0.6,TCP,2962,0
92.834189,10.0.0.2,10.0.0.6,TCP,2962,0
92.872994,10.0.0.2,10.0.0.6,TCP,2962,0
92.880466,10.0.0.2,10.0.0.6,TCP,2962,0
92.91761,10.0.0.2,10.0.0.6,TCP,2962,0
92.926737,10.0.0.2,10.0.0.6,TCP,2962,0
92.962266,10.0.0.2,10.0.0.6,TCP,2962,0
92.973182,10.0.0.2,10.0.0.6,TCP,2962,0
93.006758,10.0.0.2,10.0.0.6,TCP,2962,0
93.019311,10.0.0.2,10.0.0.6,TCP,2962,0
93.051312,10.0.0.2,10.0.0.6,TCP,2962,0
93.065589,10.0.0.2,10.0.0.6,TCP,2962,0
93.095906,10.0.0.2,10.0.0.6,TCP,2962,0
93.111868,10.0.0.2,10.0.0.6,TCP,2962,0
93.140512,10.0.0.2,10.0.0.6,TCP,2962,0
93.158148,10.0.0.2,10.0.0.6,TCP,2962,0
93.185104,10.0.0.2,10.0.0.6,TCP,2962,0
93.204422,10.0.0.2,10.0.0.6,TCP,2962,0
93.229715,10.0.0.2,10.0.0.6,TCP,2962,0
93.250709,10.0.0.2,10.0.0.6,TCP,2962,0
93.274387,10.0.0.2,10.0.0.6,TCP,2962,0
93.296986,10.0.0.2,10.0.0.6,TCP,2962,0
93.319075,10.0.0.2,10.0.0.6,TCP,2962,0
93.343268,10.0.0.2,10.0.0.6,TCP,2962,0
93.363439,10.0.0.2,10.0.0.6,TCP,2962,0
93.389541,10.0.0.2,10.0.0.6,TCP,2962,0
93.408052,10.0.0.2,10.0.0.6,TCP,2962,0
93.435821,10.0.0.2,10.0.0.6,TCP,2962,0
93.452809,10.0.0.2,10.0.0.6,TCP,1514,1
93.453846,10.0.0.2,10.0.0.6,TCP,2962,0
93.483303,10.0.0.2,10.0.0.6,TCP,2962,0
93.498448,10.0.0.2,10.0.0.6,TCP,2962,0
93.529586,10.0.0.2,10.0.0.6,TCP,2962,0
93.543027,10.0.0.2,10.0.0.6,TCP,2962,0
93.575846,10.0.0.2,10.0.0.6,TCP,2962,0
93.587603,10.0.0.2,10.0.0.6,TCP,2962,0
93.622143,10.0.0.2,10.0.0.6,TCP,2962,0
93.63225,10.0.0.2,10.0.0.6,TCP,2962,0
93.668421,10.0.0.2,10.0.0.6,TCP,2962,0
93.676896,10.0.0.2,10.0.0.6,TCP,2962,0
93.714831,10.0.0.2,10.0.0.6,TCP,2962,0
93.721565,10.0.0.2,10.0.0.6,TCP,2962,0
93.760983,10.0.0.2,10.0.0.6,TCP,2962,0
93.765938,10.0.0.2,10.0.0.6,TCP,2962,0
93.807366,10.0.0.2,10.0.0.6,TCP,2962,0
93.810519,10.0.0.2,10.0.0.6,TCP,2962,0
93.854481,10.0.0.2,10.0.0.6,TCP,2962,0
93.857332,10.0.0.2,10.0.0.6,TCP,2962,0
93.89907,10.0.0.2,10.0.0.6,TCP,2962,0
93.901563,10.0.0.2,10.0.0.6,TCP,2962,0
93.943673,10.0.0.2,10.0.0.6,TCP,2962,0
93.946191,10.0.0.2,10.0.0.6,TCP,2962,0
93.98828,10.0.0.2,10.0.0.6,TCP,2962,0
93.990676,10.0.0.2,10.0.0.6,TCP,2962,0
94.033069,10.0.0.2,10.0.0.6,TCP,2962,0
94.035271,10.0.0.2,10.0.0.6,TCP,2962,0
94.077422,10.0.0.2,10.0.0.6,TCP,2962,0
94.079866,10.0.0.2,10.0.0.6,TCP,2962,0
94.122009,10.0.0.2,10.0.0.6,TCP,2962,0
94.124533,10.0.0.2,10.0.0.6,TCP,1514,1
94.126037,10.0.0.2,10.0.0.6,TCP,2962,0
94.167817,10.0.0.2,10.0.0.6,TCP,2962,0
94.170312,10.0.0.2,10.0.0.6,TCP,2962,0
94.181124,10.0.0.5,10.0.0.6,TCP,1057,1
94.212427,10.0.0.2,10.0.0.6,TCP,2962,0
94.214884,10.0.0.2,10.0.0.6,TCP,2962,0
94.256986,10.0.0.2,10.0.0.6,TCP,2962,0
94.2595,10.0.0.2,10.0.0.6,TCP,2962,0
94.301568,10.0.0.2,10.0.0.6,TCP,2962,0
94.303994,10.0.0.2,10.0.0.6,TCP,2962,0
94.346224,10.0.0.2,10.0.0.6,TCP,2962,0
94.348816,10.0.0.2,10.0.0.6,TCP,2962,0
94.390944,10.0.0.2,10.0.0.6,TCP,2962,0
94.393184,10.0.0.2,10.0.0.6,TCP,2962,0
94.415901,10.0.0.5,10.0.0.6,TCP,1057,1
94.435331,10.0.0.2,10.0.0.6,TCP,2962,0
94.437836,10.0.0.2,10.0.0.6,TCP,2962,0
94.479924,10.0.0.2,10.0.0.6,TCP,2962,0
94.482414,10.0.0.2,10.0.0.6,TCP,2962,0
94.524791,10.0.0.2,10.0.0.6,TCP,2962,0
94.527044,10.0.0.2,10.0.0.6,TCP,2962,0
94.569104,10.0.0.2,10.0.0.6,TCP,2962,0
94.571528,10.0.0.2,10.0.0.6,TCP,2962,0
94.61378,10.0.0.2,10.0.0.6,TCP,2962,0
94.616103,10.0.0.2,10.0.0.6,TCP,2962,0
94.65828,10.0.0.2,10.0.0.6,TCP,2962,0
94.660704,10.0.0.2,10.0.0.6,TCP,2962,0
94.702894,10.0.0.2,10.0.0.6,TCP,2962,0
94.705535,10.0.0.2,10.0.0.6,TCP,2962,0
94.74746,10.0.0.2,10.0.0.6,TCP,2962,0
94.749936,10.0.0.2,10.0.0.6,TCP,2962,0
94.792135,10.0.0.2,10.0.0.6,TCP,2962,0
94.794463,10.0.0.2,10.0.0.6,TCP,1514,1
94.795691,10.0.0.2,10.0.0.6,TCP,2962,0
94.839307,10.0.0.2,10.0.0.6,TCP,2962,0
94.84179,10.0.0.2,10.0.0.6,TCP,2962,0
94.883893,10.0.0.2,10.0.0.6,TCP,2962,0
94.886389,10.0.0.2,10.0.0.6,TCP,2962,0
94.928511,10.0.0.2,10.0.0.6,TCP,2962,0
94.930986,10.0.0.2,10.0.0.6,TCP,2962,0
94.973105,10.0.0.2,10.0.0.6,TCP,2962,0
94.975685,10.0.0.2,10.0.0.6,TCP,2962,0
95.017854,10.0.0.2,10.0.0.6,TCP,2962,0
95.02007,10.0.0.2,10.0.0.6,TCP,2962,0
95.036885,10.0.0.5,10.0.0.6,TCP,1057,1
95.062245,10.0.0.2,10.0.0.6,TCP,2962,0
95.064712,10.0.0.2,10.0.0.6,TCP,2962,0
95.106833,10.0.0.2,10.0.0.6,TCP,2962,0
95.109318,10.0.0.2,10.0.0.6,TCP,2962,0
95.151433,10.0.0.2,10.0.0.6,TCP,2962,0
95.153977,10.0.0.2,10.0.0.6,TCP,2962,0
95.196038,10.0.0.2,10.0.0.6,TCP,2962,0
95.198643,10.0.0.2,10.0.0.6,TCP,2962,0
95.240758,10.0.0.2,10.0.0.6,TCP,2962,0
95.243008,10.0.0.2,10.0.0.6,TCP,2962,0
95.285438,10.0.0.2,10.0.0.6,TCP,2962,0
95.2876,10.0.0.2,10.0.0.6,TCP,2962,0
95.32987,10.0.0.2,10.0.0.6,TCP,2962,0
95.332259,10.0.0.2,10.0.0.6,TCP,2962,0
95.374692,10.0.0.2,10.0.0.6,TCP,2962,0
95.376946,10.0.0.2,10.0.0.6,TCP,2962,0
95.419815,10.0.0.2,10.0.0.6,TCP,2962,0
95.422542,10.0.0.2,10.0.0.6,TCP,2962,0
95.464638,10.0.0.2,10.0.0.6,TCP,2962,0
95.466801,10.0.0.2,10.0.0.6,TCP,1514,1
95.468262,10.0.0.2,10.0.0.6,TCP,2962,0
95.510395,10.0.0.2,10.0.0.6,TCP,2962,0
95.512625,10.0.0.2,10.0.0.6,TCP,2962,0
95.519277,10.0.0.5,10.0.0.6,TCP,1057,1
95.554808,10.0.0.2,10.0.0.6,TCP,2962,0
95.557198,10.0.0.2,10.0.0.6,TCP,2962,0
95.599362,10.0.0.2,10.0.0.6,TCP,2962,0
95.601848,10.0.0.2,10.0.0.6,TCP,2962,0
95.643938,10.0.0.2,10.0.0.6,TCP,2962,0
95.646458,10.0.0.2,10.0.0.6,TCP,2962,0
95.68873,10.0.0.2,10.0.0.6,TCP,2962,0
95.690985,10.0.0.2,10.0.0.6,TCP,2962,0
95.73314,10.0.0.2,10.0.0.6,TCP,2962,0
95.735566,10.0.0.2,10.0.0.6,TCP,2962,0
95.75743,10.0.0.5,10.0.0.6,TCP,1057,1
95.778551,10.0.0.2,10.0.0.6,TCP,2962,0
95.781026,10.0.0.2,10.0.0.6,TCP,2962,0
95.823145,10.0.0.2,10.0.0.6,TCP,2962,0
95.828694,10.0.0.2,10.0.0.6,TCP,2962,0
95.869592,10.0.0.2,10.0.0.6,TCP,2962,0
95.872037,10.0.0.2,10.0.0.6,TCP,2962,0
95.914212,10.0.0.2,10.0.0.6,TCP,2962,0
95.916755,10.0.0.2,10.0.0.6,TCP,2962,0
95.958794,10.0.0.2,10.0.0.6,TCP,2962,0
95.96139,10.0.0.2,10.0.0.6,TCP,2962,0
96.003357,10.0.0.2,10.0.0.6,TCP,2962,0
96.005856,10.0.0.2,10.0.0.6,TCP,2962,0
96.047965,10.0.0.2,10.0.0.6,TCP,2962,0
96.050443,10.0.0.2,10.0.0.6,TCP,2962,0
96.062944,10.0.0.5,10.0.0.6,TCP,1057,1
96.092557,10.0.0.2,10.0.0.6,TCP,2962,0
96.095042,10.0.0.2,10.0.0.6,TCP,2962,0
96.137146,10.0.0.2,10.0.0.6,TCP,2962,0
96.139708,10.0.0.2,10.0.0.6,TCP,1514,1
96.141294,10.0.0.2,10.0.0.6,TCP,2962,0
96.182917,10.0.0.2,10.0.0.6,TCP,2962,0
96.185465,10.0.0.2,10.0.0.6,TCP,2962,0
96.227509,10.0.0.2,10.0.0.6,TCP,2962,0
96.229915,10.0.0.2,10.0.0.6,TCP,2962,0
96.272102,10.0.0.2,10.0.0.6,TCP,2962,0
96.276422,10.0.0.2,10.0.0.6,TCP,2962,0
96.318542,10.0.0.2,10.0.0.6,TCP,2962,0
96.320796,10.0.0.2,10.0.0.6,TCP,2962,0
96.357049,10.0.0.5,10.0.0.6,TCP,1057,1
96.36296,10.0.0.2,10.0.0.6,TCP,2962,0
96.365846,10.0.0.2,10.0.0.6,TCP,2962,0
96.407562,10.0.0.2,10.0.0.6,TCP,2962,0
96.409982,10.0.0.2,10.0.0.6,TCP,2962,0
96.45217,10.0.0.2,10.0.0.6,TCP,2962,0
96.454724,10.0.0.2,10.0.0.6,TCP,2962,0
96.496808,10.0.0.2,10.0.0.6,TCP,2962,0
96.499453,10.0.0.2,10.0.0.6,TCP,2962,0
96.54165,10.0.0.2,10.0.0.6,TCP,2962,0
96.544117,10.0.0.2,10.0.0.6,TCP,2962,0
96.585895,10.0.0.2,10.0.0.6,TCP,2962,0
96.588429,10.0.0.2,10.0.0.6,TCP,2962,0
96.630479,10.0.0.2,10.0.0.6,TCP,2962,0
96.633034,10.0.0.2,10.0.0.6,TCP,2962,0
96.637882,10.0.0.5,10.0.0.6,TCP,1057,1
96.675161,10.0.0.2,10.0.0.6,TCP,2962,0
96.67777,10.0.0.2,10.0.0.6,TCP,2962,0
96.71968,10.0.0.2,10.0.0.6,TCP,2962,0
96.722162,10.0.0.2,10.0.0.6,TCP,2962,0
96.74819,10.0.0.5,10.0.0.6,TCP,1057,1
96.764251,10.0.0.2,10.0.0.6,TCP,2962,0
96.766751,10.0.0.2,10.0.0.6,TCP,2962,0
96.769245,10.0.0.5,10.0.0.6,TCP,1057,1
96.808871,10.0.0.2,10.0.0.6,TCP,2962,0
96.811375,10.0.0.2,10.0.0.6,TCP,1514,1
96.812481,10.0.0.2,10.0.0.6,TCP,2962,0
96.856322,10.0.0.2,10.0.0.6,TCP,2962,0
96.858778,10.0.0.2,10.0.0.6,TCP,2962,0
96.900905,10.0.0.2,10.0.0.6,TCP,2962,0
96.903446,10.0.0.2,10.0.0.6,TCP,2962,0
96.945465,10.0.0.2,10.0.0.6,TCP,2962,0
96.947896,10.0.0.2,10.0.0.6,TCP,2962,0
96.99007,10.0.0.2,10.0.0.6,TCP,2962,0
96.992564,10.0.0.2,10.0.0.6,TCP,2962,0
97.034752,10.0.0.2,10.0.0.6,TCP,2962,0
97.037395,10.0.0.2,10.0.0.6,TCP,2962,0
97.079477,10.0.0.2,10.0.0.6,TCP,2962,0
97.081653,10.0.0.2,10.0.0.6,TCP,2962,0
97.090008,10.0.0.5,10.0.0.6,TCP,1057,1
97.123822,10.0.0.2,10.0.0.6,TCP,2962,0
97.126308,10.0.0.2,10.0.0.6,TCP,2962,0
97.168438,10.0.0.2,10.0.0.6,TCP,2962,0
97.1709,10.0.0.2,10.0.0.6,TCP,2962,0
97.21306,10.0.0.2,10.0.0.6,TCP,2962,0
97.21542,10.0.0.2,10.0.0.6,TCP,2962,0
97.257822,10.0.0.2,10.0.0.6,TCP,2962,0
97.260002,10.0.0.2,10.0.0.6,TCP,2962,0
97.276812,10.0.0.5,10.0.0.6,TCP,1057,1
97.302176,10.0.0.2,10.0.0.6,TCP,2962,0
97.304646,10.0.0.2,10.0.0.6,TCP,2962,0
97.346761,10.0.0.2,10.0.0.6,TCP,2962,0
97.349242,10.0.0.2,10.0.0.6,TCP,2962,0
97.393337,10.0.0.2,10.0.0.6,TCP,2962,0
97.395387,10.0.0.2,10.0.0.6,TCP,2962,0
97.43734,10.0.0.2,10.0.0.6,TCP,2962,0
97.43953,10.0.0.2,10.0.0.6,TCP,2962,0
97.449539,10.0.0.1,10.0.0.6,TCP,74,1
97.488559,10.0.0.2,10.0.0.6,TCP,2962,0
97.491596,10.0.0.2,10.0.0.6,TCP,1514,0
97.493839,10.0.0.2,10.0.0.6,TCP,2962,0
97.546277,10.0.0.2,10.0.0.6,TCP,2962,0
97.551901,10.0.0.2,10.0.0.6,TCP,2962,0
97.580479,10.0.0.1,10.0.0.6,TCP,66,1
97.582225,10.0.0.1,10.0.0.6,TCP,2962,0
97.586335,10.0.0.1,10.0.0.6,TCP,126,1
97.586562,10.0.0.1,10.0.0.6,TCP,1514,1
97.58864,10.0.0.1,10.0.0.6,TCP,1514,1
97.592323,10.0.0.1,10.0.0.6,TCP,1514,1
97.596011,10.0.0.1,10.0.0.6,TCP,1514,1
97.598121,10.0.0.1,10.0.0.6,TCP,2962,0
97.600829,10.0.0.2,10.0.0.6,TCP,2962,0
97.608815,10.0.0.2,10.0.0.6,TCP,2962,0
97.640871,10.0.0.1,10.0.0.6,TCP,1514,1
97.642055,10.0.0.1,10.0.0.6,TCP,2962,0
97.648722,10.0.0.1,10.0.0.6,TCP,66,1
97.648726,10.0.0.1,10.0.0.6,TCP,2962,0
97.651317,10.0.0.2,10.0.0.6,TCP,2962,0
97.66121,10.0.0.2,10.0.0.6,TCP,2962,0
97.696627,10.0.0.1,10.0.0.6,TCP,2962,0
97.699097,10.0.0.1,10.0.0.6,TCP,2962,0
97.701651,10.0.0.2,10.0.0.6,TCP,2962,0
97.712332,10.0.0.2,10.0.0.6,TCP,2962,0
97.719822,10.0.0.5,10.0.0.6,TCP,1057,1
97.746021,10.0.0.1,10.0.0.6,TCP,2962,0
97.748481,10.0.0.1,10.0.0.6,TCP,2962,0
97.750877,10.0.0.2,10.0.0.6,TCP,2962,0
97.763446,10.0.0.2,10.0.0.6,TCP,2962,0
97.795464,10.0.0.1,10.0.0.6,TCP,2962,0
97.797962,10.0.0.1,10.0.0.6,TCP,2962,0
97.800314,10.0.0.2,10.0.0.6,TCP,2962,0
97.814596,10.0.0.2,10.0.0.6,TCP,2962,0
97.849062,10.0.0.1,10.0.0.6,TCP,2962,0
97.851261,10.0.0.1,10.0.0.6,TCP,2962,0
97.853741,10.0.0.2,10.0.0.6,TCP,2962,0
97.869461,10.0.0.2,10.0.0.6,TCP,2962,0
97.899798,10.0.0.1,10.0.0.6,TCP,2962,0
97.902275,10.0.0.1,10.0.0.6,TCP,2962,0
97.904771,10.0.0.2,10.0.0.6,TCP,2962,0
97.92058,10.0.0.2,10.0.0.6,TCP,2962,0
97.949212,10.0.0.1,10.0.0.6,TCP,2962,0
97.95165,10.0.0.1,10.0.0.6,TCP,2962,0
97.954224,10.0.0.2,10.0.0.6,TCP,2962,0
97.967479,10.0.0.5,10.0.0.6,TCP,1057,1
97.971712,10.0.0.2,10.0.0.6,TCP,2962,0
97.998713,10.0.0.1,10.0.0.6,TCP,1514,1
97.999947,10.0.0.1,10.0.0.6,TCP,2962,0
98.002824,10.0.0.1,10.0.0.6,TCP,2962,0
98.009844,10.0.0.2,10.0.0.6,TCP,2962,0
98.021195,10.0.0.5,10.0.0.6,TCP,1057,1
98.024573,10.0.0.2,10.0.0.6,TCP,2962,0
98.051017,10.0.0.1,10.0.0.6,TCP,2962,0
98.053276,10.0.0.1,10.0.0.6,TCP,2962,0
98.062478,10.0.0.2,10.0.0.6,TCP,2962,0
98.079268,10.0.0.2,10.0.0.6,TCP,2962,0
98.100446,10.0.0.1,10.0.0.6,TCP,2962,0
98.103053,10.0.0.1,10.0.0.6,TCP,2962,0
98.113597,10.0.0.2,10.0.0.6,TCP,2962,0
98.132925,10.0.0.2,10.0.0.6,TCP,2962,0
98.149992,10.0.0.1,10.0.0.6,TCP,2962,0
98.152542,10.0.0.1,10.0.0.6,TCP,1514,1
98.156183,10.0.0.1,10.0.0.6,TCP,2962,0
98.166211,10.0.0.2,10.0.0.6,TCP,2962,0
98.188077,10.0.0.2,10.0.0.6,TCP,2962,0
98.200937,10.0.0.1,10.0.0.6,TCP,2962,0
98.207316,10.0.0.1,10.0.0.6,TCP,2962,0
98.219862,10.0.0.2,10.0.0.6,TCP,2962,0
98.231603,10.0.0.5,10.0.0.6,TCP,1057,1
98.244305,10.0.0.2,10.0.0.6,TCP,2962,0
98.250293,10.0.0.1,10.0.0.6,TCP,2962,0
98.258427,10.0.0.1,10.0.0.6,TCP,2962,0
98.273529,10.0.0.2,10.0.0.6,TCP,1514,0
98.274747,10.0.0.2,10.0.0.6,TCP,2962,0
98.298919,10.0.0.2,10.0.0.6,TCP,2962,0
98.301563,10.0.0.1,10.0.0.6,TCP,2962,0
98.311315,10.0.0.1,10.0.0.6,TCP,2962,0
98.32981,10.0.0.2,10.0.0.6,TCP,2962,0
98.348301,10.0.0.2,10.0.0.6,TCP,2962,0
98.35098,10.0.0.1,10.0.0.6,TCP,1514,1
98.353625,10.0.0.1,10.0.0.6,TCP,2962,0
98.363652,10.0.0.1,10.0.0.6,TCP,2962,0
98.384773,10.0.0.2,10.0.0.6,TCP,2962,0
98.398923,10.0.0.2,10.0.0.6,TCP,2962,0
98.40475,10.0.0.1,10.0.0.6,TCP,2962,0
98.417311,10.0.0.1,10.0.0.6,TCP,2962,0
98.440899,10.0.0.2,10.0.0.6,TCP,2962,0
98.448639,10.0.0.2,10.0.0.6,TCP,2962,0
98.455897,10.0.0.1,10.0.0.6,TCP,2962,0
98.470984,10.0.0.1,10.0.0.6,TCP,2962,0
98.495402,10.0.0.2,10.0.0.6,TCP,2962,0
98.497808,10.0.0.2,10.0.0.6,TCP,2962,0
98.506999,10.0.0.1,10.0.0.6,TCP,2962,0
98.524639,10.0.0.1,10.0.0.6,TCP,1514,1
98.525861,10.0.0.1,10.0.0.6,TCP,2962,0
98.546197,10.0.0.2,10.0.0.6,TCP,2962,0
98.54851,10.0.0.2,10.0.0.6,TCP,2962,0
