Time,Source,Destination,Protocol,Length
153.463089,10.0.0.2,10.0.0.6,TCP,574
153.463098,10.0.0.6,10.0.0.2,TCP,54
153.466433,10.0.0.2,10.0.0.6,TCP,574
153.466442,10.0.0.6,10.0.0.2,TCP,54
153.469774,10.0.0.2,10.0.0.6,TCP,574
153.469781,10.0.0.6,10.0.0.2,TCP,54
153.473116,10.0.0.2,10.0.0.6,TCP,574
153.473124,10.0.0.6,10.0.0.2,TCP,54
153.476454,10.0.0.2,10.0.0.6,TCP,574
153.476462,10.0.0.6,10.0.0.2,TCP,54
153.480596,10.0.0.2,10.0.0.6,TCP,574
153.480644,10.0.0.6,10.0.0.2,TCP,54
153.483875,10.0.0.2,10.0.0.6,TCP,574
153.483921,10.0.0.6,10.0.0.2,TCP,54
153.494409,10.0.0.2,10.0.0.6,TCP,574
153.494459,10.0.0.6,10.0.0.2,TCP,54
153.502397,10.0.0.2,10.0.0.6,TCP,574
153.502431,10.0.0.6,10.0.0.2,TCP,54
153.503877,10.0.0.2,10.0.0.6,TCP,574
153.503893,10.0.0.6,10.0.0.2,TCP,54
153.507193,10.0.0.2,10.0.0.6,TCP,574
153.507212,10.0.0.6,10.0.0.2,TCP,54
153.510366,10.0.0.2,10.0.0.6,TCP,574
153.510397,10.0.0.6,10.0.0.2,TCP,54
153.513274,10.0.0.2,10.0.0.6,TCP,574
153.513304,10.0.0.6,10.0.0.2,TCP,54
153.516911,10.0.0.2,10.0.0.6,TCP,574
153.516932,10.0.0.6,10.0.0.2,TCP,54
153.520251,10.0.0.2,10.0.0.6,TCP,574
153.520267,10.0.0.6,10.0.0.2,TCP,54
153.52359,10.0.0.2,10.0.0.6,TCP,574
153.523605,10.0.0.6,10.0.0.2,TCP,54
153.529864,10.0.0.2,10.0.0.6,TCP,574
153.52991,10.0.0.6,10.0.0.2,TCP,54
153.531607,10.0.0.2,10.0.0.6,TCP,574
153.531665,10.0.0.6,10.0.0.2,TCP,54
153.536857,10.0.0.2,10.0.0.6,TCP,574
153.536907,10.0.0.6,10.0.0.2,TCP,54
153.538457,10.0.0.2,10.0.0.6,TCP,574
153.538482,10.0.0.6,10.0.0.2,TCP,54
153.541766,10.0.0.2,10.0.0.6,TCP,574
153.541792,10.0.0.6,10.0.0.2,TCP,54
153.544364,10.0.0.2,10.0.0.6,TCP,574
153.544411,10.0.0.6,10.0.0.2,TCP,54
153.547902,10.0.0.2,10.0.0.6,TCP,574
153.547928,10.0.0.6,10.0.0.2,TCP,54
153.551227,10.0.0.2,10.0.0.6,TCP,574
153.55124,10.0.0.6,10.0.0.2,TCP,54
153.554567,10.0.0.2,10.0.0.6,TCP,574
153.554577,10.0.0.6,10.0.0.2,TCP,54
153.557905,10.0.0.2,10.0.0.6,TCP,574
153.557914,10.0.0.6,10.0.0.2,TCP,54
153.574613,10.0.0.2,10.0.0.6,TCP,574
153.574657,10.0.0.6,10.0.0.2,TCP,54
153.578159,10.0.0.2,10.0.0.6,TCP,574
153.57817,10.0.0.6,10.0.0.2,TCP,54
153.581501,10.0.0.2,10.0.0.6,TCP,574
153.581511,10.0.0.6,10.0.0.2,TCP,54
153.584841,10.0.0.2,10.0.0.6,TCP,574
153.584853,10.0.0.6,10.0.0.2,TCP,54
153.588179,10.0.0.2,10.0.0.6,TCP,574
153.588189,10.0.0.6,10.0.0.2,TCP,54
153.599736,10.0.0.2,10.0.0.6,TCP,574
153.599768,10.0.0.6,10.0.0.2,TCP,54
153.600551,10.0.0.2,10.0.0.6,TCP,574
153.600568,10.0.0.6,10.0.0.2,TCP,54
153.604998,10.0.0.2,10.0.0.6,TCP,574
153.605017,10.0.0.6,10.0.0.2,TCP,54
